id,bond_id,trade_price,weight,current_coupon,time_to_maturity,is_callable,reporting_delay,trade_size,trade_type,curve_based_price
40,2,101.024,0.012991383,3.55,0.324411127,0,5.693,450000,3,101.0315044
41,2,101.001,3.950939811,3.55,0.321478342,0,31.011,1000000,2,101.0124732
42,2,101.012,1.92969048,3.55,0.32077876,0,251.028,1000000,3,101.0185821
43,2,100.958,3.144558715,3.55,0.318920961,0,13.571,2000000,3,101.001937
44,2,100.958,0.018372589,3.55,0.318920923,0,14.78,2000000,2,101.001937
45,2,100.94,0.408557811,3.55,0.318889562,0,10.773,50000,2,101.0003042
46,2,100.94,0.018372589,3.55,0.318889527,0,11.881,50000,3,101.0003042
47,2,100.956,1.150232684,3.55,0.318640957,0,11.785,500000,3,100.9851247
48,2,100.956,0.018372589,3.55,0.318640921,0,12.905,500000,2,100.9851247
49,2,100.975,7.617704075,3.55,0.307738308,0,1.716,130000,3,100.9999077
50,2,100.975,0.059533994,3.55,0.307737659,0,22.173,130000,4,100.9999077
51,2,100.935,1.72780504,3.55,0.307176797,0,16.533,116000,3,101.0022965
52,2,100.935,0.012991383,3.55,0.307176768,0,17.441,116000,2,101.0022965
53,2,100.9,3.255553376,3.55,0.305185519,0,5.466,650000,3,100.9947116
54,2,100.9,0.018372589,3.55,0.305185487,0,6.476,650000,2,100.9947116
55,2,100.916,1.32289023,3.55,0.304856691,0,7.399,250000,3,100.9969503
56,2,100.916,0.012991383,3.55,0.304856662,0,8.307,250000,2,100.9969503
57,2,100.774,5.268129774,3.55,0.299642387,0,1.692,15000,2,100.9377142
58,2,100.876,1.050295231,3.55,0.299435151,0,201.08,1534000,3,100.945142
59,2,100.876,0.012991383,3.55,0.299435128,0,201.807,1534000,2,100.945142
60,2,100.95,1.665077684,3.55,0.298914248,0,100.269,75000,3,100.9439428
61,2,100.816,0.056628124,3.55,0.298913666,0,178.633,75000,2,100.9439428
62,2,100.751,7.368278825,3.55,0.288713343,0,28.016,5000,2,100.9341558
63,2,100.751,0.012991383,3.55,0.28871334,0,28.12,5000,4,100.9341558
64,2,100.925,1.060609343,3.55,0.288502003,0,6.83,150000,3,100.9261226
65,2,100.974,0.798732345,3.55,0.288382171,0,0.87,100000,3,100.9257792
66,2,100.924,0.059533994,3.55,0.288381532,0,21.022,100000,4,100.9257792
67,2,100.775,0.349562354,3.55,0.288358597,0,31.29,75000,2,100.9262355
68,2,100.927,0.931039013,3.55,0.288195751,0,0.784,25000,3,100.9275226
69,2,100.927,0.025982765,3.55,0.288195642,0,4.23,25000,4,100.9275226
70,2,100.835,0.168887973,3.55,0.288190305,0,3.541,75000,2,100.9275226
71,2,100.859059,1.192662695,3.55,0.287923066,0,19.193,15000,4,100.9320077
72,2,100.843,0.041082359,3.55,0.287922777,0,33.316,7000,4,100.9320077
73,2,100.85,3.260086438,3.55,0.285925956,0,79.041,25000,3,100.910417
74,2,100.65,0.012991383,3.55,0.285925953,0,79.145,25000,2,100.910417
75,2,100.818,0.701654939,3.55,0.285833464,0,1.876,200000,2,100.910642
76,2,100.727,0.524826129,3.55,0.285781744,0,2.933,100000,2,100.9123141
77,2,100.828,0.022501735,3.55,0.285781672,0,1.179,100000,4,100.9123141
78,2,100.8281,1.201755554,3.55,0.285510359,0,45.332,100000,2,100.9121039
79,2,100.7692,0.30328688,3.55,0.285493083,0,13.119,35000,2,100.9116616
80,2,100.895,3.322087296,3.55,0.28341959,0,5.812,50000,3,100.8972826
81,2,100.845,1.143758251,3.55,0.283173826,0,9.239,100000,3,100.9022975
82,2,100.85,1.217868495,3.55,0.282895175,0,437.755,100000,3,100.9022962
83,2,100.8,0.012991383,3.55,0.282895172,0,497.861,100000,2,100.9022962
84,2,100.895,1.140211247,3.55,0.282650928,0,5.348,50000,3,100.8997643
85,2,100.751,9.38278266,3.55,0.266110554,0,11.576,440000,2,100.8988314
86,2,100.793995,3.527369705,3.55,0.26377289,0,10.132,5000,4,100.8872848
87,2,100.749,0.546410817,3.55,0.263716796,0,190.13,300000,2,100.8827507
88,2,100.793,0.307157607,3.55,0.263699072,0,51.06,300000,3,100.8827507
89,2,100.7689,0.816185613,3.55,0.263573928,0,1.611,25000,4,100.879525
90,2,100.7689,0.434192141,3.55,0.26353853,0,2.926,25000,2,100.8721771
91,2,100.731,3.56241145,3.55,0.261154206,0,29.959,25000,2,100.8636999
92,2,100.731,0.012991383,3.55,0.261154203,0,30.063,25000,4,100.8636999
93,2,100.8,1.838498673,3.55,0.260519168,0,127.504,50000,3,100.8639981
94,2,100.66,0.012991383,3.55,0.260519165,0,187.608,50000,2,100.8639981
95,2,100.755,3.294794935,3.55,0.2584796,0,60.342,250000,2,100.8603252
96,2,100.776,1.186135283,3.55,0.258215291,0,54.579,5000001,2,100.862163
97,2,100.773305,6.407689142,3.55,0.250501197,0,7.237,250000,4,100.8679274
98,2,100.775,0.824313205,3.55,0.250373544,0,236.921,5000001,3,100.863038
99,2,100.767,0.179544479,3.55,0.250367507,0,26.309,5000001,4,100.863038
100,2,100,1.123810911,3.55,0.250130248,0,65.495,5000,2,100.8543931
101,2,100.5,0.029049615,3.55,0.250130101,0,43.15,5000,3,100.8543931
102,2,100.666661,1.159439954,3.55,0.249877537,0,185.986,25000,4,100.8479563
103,2,100.666661,0.043087541,3.55,0.249877209,0,272.344,10000,3,100.8479563
104,2,100.666661,0.071156733,3.55,0.24987626,0,302.279,15000,3,100.8479563
105,2,100.759,0.501137425,3.55,0.249829077,0,722.218,5000001,2,100.8077286
106,2,100.762,0.022501735,3.55,0.249828984,0,685.168,5000001,3,100.8077286
107,2,100.6771,3.536592227,3.55,0.247479067,0,7.145,23000,2,100.7921401
108,2,100.709,0.50516269,3.55,0.247431135,0,1.717,16000,2,100.791368
109,2,100.736,0.012991383,3.55,0.247431126,0,2.022,16000,4,100.791368
110,2,100.707,0.794176297,3.55,0.247312643,0,26.491,25000,2,100.7916157
111,2,100.739,0.802000882,3.55,0.24719182,0,428.776,650000,2,100.7901516
112,2,100.7474,0.363062078,3.55,0.247167056,0,59.711,100000,2,100.7901462
113,2,100.763,1.055344949,3.55,0.246957808,0,481.574,650000,3,100.790071
114,2,100.762,4.97515677,3.55,0.242307348,0,6.477,73000,4,100.7570383
115,2,100.683,1.055584809,3.55,0.24209801,0,1113.154,175000,2,100.7581141
116,2,100.726,0.965916064,3.55,0.241922721,0,47.083,5000000,4,100.7558102
117,2,100.717674,0.131848133,3.55,0.241919455,0,102.061,5000000,2,100.7558102
118,2,100.736,1.011577488,3.55,0.241727218,0,70.466,5000000,3,100.7535098
119,2,100.711,0.769019621,3.55,0.241616114,0,1.218,20000,4,100.7527652
120,2,100.711,0.012991383,3.55,0.241616108,0,1.423,20000,2,100.7527652
121,2,100.721,3.388535119,3.55,0.239458843,0,49.93,175000,3,100.7462968
122,2,100.7,0.666497177,3.55,0.239375389,0,3.735,200000,2,100.7484179
123,2,100.7,0.012991383,3.55,0.239375386,0,3.839,200000,4,100.7484179
124,2,100.512,0.887702226,3.55,0.239227339,0,1.645,25000,2,100.7473858
125,2,100.512,0.012991383,3.55,0.239227335,0,1.748,25000,4,100.7473858
126,2,100.699,1.763625042,3.55,0.23864296,0,1675.621,25000,2,100.7479149
127,2,100.686,6.359477494,3.55,0.231044532,0,3.653,25000,4,100.7537406
128,2,100.686,0.025982765,3.55,0.231044428,0,6.903,25000,3,100.7537406
129,2,100.666,0.744939968,3.55,0.230940185,0,1.339,15000,4,100.7509504
130,2,100.666,0.221996843,3.55,0.230930934,0,2.057,15000,2,100.7480564
131,2,100.673,0.861359035,3.55,0.230791559,0,16.409,100000,2,100.7460793
132,2,100.696,0.012991383,3.55,0.230791555,0,16.512,100000,4,100.7460793
133,2,100.649,0.32737253,3.55,0.230771427,0,1.28,100000,2,100.7436903
134,2,100.64,0.343228295,3.55,0.230749316,0,0.557,50000,2,100.7436464
135,2,100.715,1.113551716,3.55,0.230516348,0,1.463,25000,3,100.7442122
136,2,100.688,3.387837735,3.55,0.228359955,0,300.456,170000,2,100.7383017
137,2,100.606,0.857726457,3.55,0.228221738,0,366.264,40000,2,100.7379856
138,2,100.617,3.793505953,3.55,0.225518011,0,9.018,500000,2,100.7186113
139,2,100.661,1.549409604,3.55,0.225066997,0,7.191,5000,2,100.7231809
140,2,100.661,0.012991383,3.55,0.225066993,0,7.295,5000,4,100.7231809
141,2,100.661,3.342700657,3.55,0.222967698,0,86400.689,170000,3,100.6972546
142,2,100.662,1.146190449,3.55,0.222720898,0,353.745,1600000,4,100.6956551
143,2,100.662,0.071156733,3.55,0.222719956,0,383.481,1600000,2,100.6956551
144,2,100.603,1.318417323,3.55,0.222393396,0,29.856,25000,2,100.6960443
145,2,100.3,0.903718521,3.55,0.222239954,0,-4.175,100000,2,100.6947768
146,2,100.7,3.284585332,3.55,0.220213003,0,1.738,13000,3,100.6909039
147,2,100.7,0.034371967,3.55,0.22021281,0,0.812,13000,4,100.6909039
148,2,100.66,0.703696558,3.55,0.2201198,0,1.989,1600000,3,100.6897143
149,2,100.58,0.459130973,3.55,0.220080196,0,-4.07,87000,4,100.6898934
150,2,100.58,0.018372589,3.55,0.220080161,0,3.051,87000,3,100.6898934
151,2,100.58,0.012991383,3.55,0.220080157,0,3.154,87000,4,100.6898934
152,2,100.654,0.421369641,3.55,0.220046812,0,83.727,600000,3,100.686064
153,2,100.654,0.018372589,3.55,0.22004678,0,84.741,600000,2,100.686064
154,2,100.671,1.030258412,3.55,0.219847359,0,7.691,10000,3,100.6835681
155,2,100.671,0.036745179,3.55,0.219847125,0,15.064,10000,4,100.6835681
156,2,100.622,0.615824422,3.55,0.219775889,0,3.565,11000,2,100.6854755
157,2,100.45,0.40126341,3.55,0.219745647,0,101.263,25000,2,100.6843375
158,2,100.66,0.232396916,3.55,0.219735528,0,300.4,4800000,2,100.6843375
159,2,100.66,0.281346679,3.55,0.219720678,0,348.706,4800000,3,100.6839569
160,2,100.605,6.364584257,3.55,0.21211002,0,3.417,20000,2,100.6879665
161,2,100.622,1.132934967,3.55,0.211868878,0,1.054,36000,4,100.7078475
162,2,100.722,0.012991383,3.55,0.211868865,0,-3.538,36000,3,100.7078475
163,2,100.653,0.705014455,3.55,0.211775487,0,15.257,250000,3,100.7041623
164,2,100.62,3.585550981,3.55,0.209360065,0,10.994,600000,2,100.6884693
165,2,100.62,0.018372589,3.55,0.209360033,0,12.002,600000,3,100.6884693
166,2,100.698,0.812662642,3.55,0.209235962,0,1.694,10000,3,100.6870509
167,2,100.698,0.059533994,3.55,0.209235324,0,21.819,10000,4,100.6870509
168,2,100.615,0.579829142,3.55,0.209172163,0,1.677,125000,4,100.6843612
169,2,100.615,0.012991383,3.55,0.209172159,0,1.781,125000,2,100.6843612
170,2,100.599,0.516233801,3.55,0.209122119,0,1.861,125000,2,100.6818005
171,2,100.644,1.405773249,3.55,0.20875083,0,0.813,25000,4,100.6799328
172,2,100.694,0.031822258,3.55,0.208750649,0,7.541,25000,3,100.6799328
173,2,100.644,0.012991383,3.55,0.208750649,0,7.542,25000,4,100.6799328
174,2,100.644,0.53438659,3.55,0.208697014,0,0.974,100000,4,100.6783378
175,2,100.644,0.018372589,3.55,0.208696966,0,2.488,100000,3,100.6783378
176,2,100.644,0.012991383,3.55,0.208696962,0,2.592,100000,4,100.6783378
177,2,100.699,0.183725894,3.55,0.208690637,0,1.076,25000,3,100.6767121
178,2,100.699,0.069960736,3.55,0.208689744,0,29.244,25000,4,100.6767121
179,2,100.628,3.448031389,3.55,0.206456053,0,239.922,1000000,2,100.646312
180,2,100.637,0.325044288,3.55,0.206436226,0,251.18,1000000,4,100.6457149
181,2,100.637,0.205822208,3.55,0.206428267,0,558.159,1000000,3,100.6449085
182,2,100.581,0.545019079,3.55,0.206372486,0,20.275,15000,2,100.6480104
183,2,100.581,0.012991383,3.55,0.20637248,0,20.482,15000,4,100.6480104
184,2,100.028,1.204420981,3.55,0.206099936,0,39.42,5000,2,100.6503584
185,2,100.593,3.616904499,3.55,0.203642109,0,1.437,40000,4,100.6460883
186,2,100.593,0.034371967,3.55,0.203641894,0,8.227,40000,3,100.6460883
187,2,100.572,0.734444118,3.55,0.203540577,0,1.352,200000,2,100.641055
188,2,100.602,0.834083184,3.55,0.2034099,0,1.4,200000,4,100.6358857
189,2,100.641,1.045382578,3.55,0.203204586,0,6.178,200000,3,100.6285772
190,2,100.5,3.390128599,3.55,0.201045282,0,0.997,50000,2,100.6167953
191,2,100.527,0.025982765,3.55,0.201045176,0,1.343,50000,4,100.6167953
192,2,100.52,7.781100712,3.55,0.189669832,0,32.165,50000,4,100.6154343
193,2,100.573,0.47821701,3.55,0.189626884,0,1.588,278000,2,100.6065192
194,2,100.4,0.194002713,3.55,0.189619833,0,48.941,50000,2,100.6065192
195,2,100.55,0.741533732,3.55,0.189516553,0,65.992,75000,3,100.6032594
196,2,100.45,0.012991383,3.55,0.189516549,0,66.096,75000,2,100.6032594
197,2,100.425,0.795132048,3.55,0.189397769,0,-4.037,20000,2,100.6031792
198,2,100.5,0.022501735,3.55,0.189397685,0,-1.408,20000,4,100.6031792
199,2,100.569,3.271585077,3.55,0.187386768,0,5.898,315000,2,100.5887332
200,2,100.537,1.063866531,3.55,0.187174122,0,0.886,100000,3,100.5860838
201,2,100.55,0.551330766,3.55,0.18711704,0,531.029,5000000,2,100.5818749
202,2,100.557,0.046841096,3.55,0.187116633,0,227.858,5000000,3,100.5818749
203,2,100.44168,1.232265337,3.55,0.186831364,0,783.091,25000,4,100.5788622
204,2,100.44168,0.333754661,3.55,0.186810438,0,746.028,15000,3,100.5737415
205,2,100.44168,0.072332957,3.55,0.186809481,0,776.205,5000,3,100.5737415
206,2,100.44168,0.074629811,3.55,0.186808461,0,808.375,5000,3,100.5737415
207,2,100.55,0.609072815,3.55,0.186738784,0,65.708,75000,3,100.5713754
208,2,100.45,0.012991383,3.55,0.186738781,0,125.812,75000,2,100.5713754
209,2,100.562,0.209076516,3.55,0.186730577,0,0.508,278000,3,100.5713754
210,2,100.597,0.403360985,3.55,0.186700041,0,0.522,278000,3,100.5695053
211,2,100.548,3.328964149,3.55,0.184617963,0,1.91,7000,3,100.5606931
212,2,100.548,0.031822258,3.55,0.18461778,0,7.692,7000,4,100.5606931
213,2,100.4521,0.755289978,3.55,0.18451063,0,372.786,2000,4,100.5571892
214,2,97.9,0.097218605,3.55,0.184508883,0,427.874,2000,2,100.5571892
215,2,100.529,1.296081686,3.55,0.184193302,0,2.015,100000,2,100.5577058
216,2,100.429,3.456635593,3.55,0.18194845,0,15.669,1000,4,100.5575535
217,2,100.429,0.080084261,3.55,0.181947246,0,61.648,1000,4,100.5575535
218,2,100.541,0.586341841,3.55,0.181882661,0,1.39,13000,3,100.5464935
219,2,100.541,0.022501735,3.55,0.181882597,0,3.407,13000,4,100.5464935
220,2,100.562,7.673564414,3.55,0.170819516,0,501771.745,278000,3,100.5484424
221,2,100.508,3.628179398,3.55,0.168346317,0,1.542,100000,3,100.528929
222,2,100.465,2.099585885,3.55,0.167518118,0,1.625,40000,2,100.5255058
223,2,99.5,3.412903207,3.55,0.16532973,0,18.627,5000,4,100.5193548
224,2,99,0.255240169,3.55,0.165317518,0,93.745,5000,2,100.5193548
225,2,99.5,0.012991383,3.55,0.165317515,0,93.849,5000,4,100.5193548
226,2,100.44373,0.184642238,3.55,0.165311112,0,179.765,5000,4,100.5115784
227,2,100.484,0.797145983,3.55,0.165191739,0,2.33,500000,2,100.5122202
228,2,100.504,0.502146767,3.55,0.165144388,0,1.586,500000,3,100.5005846
229,2,100.138,1.364466301,3.55,0.164794604,0,17.379,6000,4,100.4958259
230,2,99.805,0.012991383,3.55,0.1647946,0,17.484,6000,2,100.4958259
231,2,100.471,0.043087541,3.55,0.16479427,0,27.901,6000,4,100.4958259
232,2,100.421,3.523779311,3.55,0.16246136,0,1.543,30000,2,100.4900346
233,2,100.471,0.670032996,3.55,0.162377044,0,2.544,50000,4,100.4846921
234,2,100.471,0.031822258,3.55,0.162376877,0,8.804,50000,3,100.4846921
235,2,100.475,1.428166031,3.55,0.161993687,0,427.079,10000,3,100.4758215
236,2,100.275,0.012991383,3.55,0.161993684,0,487.185,10000,2,100.4758215
237,2,100.46,6.340912702,3.55,0.154439532,0,4.906,44000,3,100.4804988
238,2,100.472,0.521276696,3.55,0.154388483,0,1.805,75000,2,100.4791692
239,2,100.44,0.282842419,3.55,0.154373462,0,99.488,100000,2,100.4765066
240,2,100.4562,0.278936813,3.55,0.154358844,0,65.485,100000,3,100.4765066
241,2,100.23,1.081332637,3.55,0.15413917,0,-3.854,200000,2,100.4745724
242,2,100.45,0.548260972,3.55,0.154082716,0,6.47,200000,3,100.4758588
243,2,100.42,0.012991383,3.55,0.154082709,0,6.675,200000,4,100.4758588
244,2,100.42,0.018372589,3.55,0.154082655,0,2.393,200000,4,100.4758588
245,2,100.479,0.747766646,3.55,0.15397761,0,2.101,1500000,2,100.4739285
246,2,100.482,1.30891,3.55,0.153655732,0,1424.82,1500000,3,100.4753824
247,2,100.473,3.153990911,3.55,0.151786783,0,1.001,25000,4,100.4725964
248,2,100.473,0.062304482,3.55,0.151786075,0,25.349,25000,3,100.4725964
249,2,100.473,1.109299765,3.55,0.151554909,0,3.402,10000,3,100.4727272
250,2,100.473,0.038974148,3.55,0.151554653,0,1.474,10000,4,100.4727272
251,2,100.474,1.762667799,3.55,0.150970916,0,1.181,115000,4,100.4747599
252,2,100.474,0.064956913,3.55,0.150970139,0,24.709,115000,3,100.4746504
253,2,100.474,0.075752127,3.55,0.150969088,0,64.83,115000,4,100.4746504
254,2,100.412,3.346409682,3.55,0.14886513,0,13.271,15000,2,100.4495615
255,2,100.427,0.336775127,3.55,0.14884385,0,1.35,25000,3,100.4486658
256,2,100.427,0.012991383,3.55,0.148843834,0,0.856,25000,4,100.4486658
257,2,100.403,0.202931883,3.55,0.148836108,0,229.483,25000,2,100.4453663
258,2,100.43,3.702954261,3.55,0.146259924,0,2.045,3248000,2,100.4435203
259,2,100.433,0.26750894,3.55,0.146246502,0,9.314,5000000,2,100.4399793
260,2,100.433,0.018372589,3.55,0.146246464,0,10.526,5000000,3,100.4399793
261,2,100.434,0.734444118,3.55,0.146145121,0,341.453,200000,3,100.4393794
262,2,100.434,0.072332957,3.55,0.146144148,0,71.14,2000000,3,100.4393794
263,2,100.434,0.113998919,3.55,0.14614173,0,41.401,2000000,3,100.4393794
264,2,100.446,0.482608443,3.55,0.146097981,0,2.074,5000,3,100.4380946
265,2,100.446,0.012991383,3.55,0.146097981,0,1.074,5000,4,100.4380946
266,2,100.446,0.661413219,3.55,0.146015803,0,1.636,5000,3,100.4379276
267,2,100.446,0.012991383,3.55,0.1460158,0,0.739,5000,4,100.4379276
268,2,100.469,0.306332283,3.55,0.145998193,0,719.998,700000,2,100.4390371
269,2,100.446,0.872262748,3.55,0.145855247,0,0.92,15000,3,100.4392766
270,2,100.446,0.012991383,3.55,0.145855244,0,1.023,15000,4,100.4392766
271,2,100.25,0.138710008,3.55,0.145851651,0,1.339,15000,2,100.4395255
272,2,100.3,0.012991383,3.55,0.145851648,0,1.443,15000,4,100.4395255
273,2,100.433,1.165465322,3.55,0.145596452,0,5.274,1000000,2,100.4403055
274,2,100.433,0.018372589,3.55,0.14559642,0,6.293,1000000,3,100.4403055
275,2,100.425,3.264070326,3.55,0.143594712,0,184.163,500000,3,100.4366943
276,2,100.425,0.018372589,3.55,0.143594677,0,185.274,500000,2,100.4366943
277,2,100.425,0.469131038,3.55,0.143553342,0,4.816,700000,3,100.4367723
278,2,100.439,0.222376649,3.55,0.143544082,0,193.819,5000001,3,100.4329413
279,2,100.439,0.295964111,3.55,0.143527646,0,325.154,5000001,2,100.433671
280,2,100.439,0.012991383,3.55,0.14352762,0,325.963,5000001,4,100.433671
281,2,100.437,1.207499915,3.55,0.14325371,0,0.992,3000,3,100.4343907
282,2,100.437,0.012991383,3.55,0.14325371,0,0.992,3000,4,100.4343907
283,2,100.43,0.768470752,3.55,0.143142771,0,129.585,500000,3,100.4343733
284,2,100.43,0.119067988,3.55,0.143140133,0,153.766,500000,4,100.4343733
285,2,100.43,0.018372589,3.55,0.143140088,0,155.18,500000,2,100.4343733
286,2,100.3,1.08522766,3.55,0.142918835,0,5.627,100000,2,100.4362535
287,2,100.377,0.490585982,3.55,0.142873636,0,97.009,150000,2,100.4355176
288,2,100.444,0.012991383,3.55,0.142873636,0,97.009,150000,3,100.4355176
289,2,100.419,7.373156137,3.55,0.132659795,0,39.697,1000000,4,100.4296174
290,2,100.395,0.170380385,3.55,0.132654361,0,13.066,15000,4,100.4296174
291,2,100.4,0.096346672,3.55,0.132652639,0,13.379,100000,4,100.4296174
292,2,100.373546,1.144495827,3.55,0.132406556,0,6.845,50000,2,100.4258529
293,2,100.4,1.018063625,3.55,0.13221183,0,115.724,250000,2,100.4269416
294,2,100.322399,0.755066486,3.55,0.132104718,0,26.62,35000,4,100.424014
295,2,100.322399,0.071156733,3.55,0.132103792,0,254.809,4000,3,100.424014
296,2,100.322399,0.089064432,3.55,0.132102329,0,300.943,1000,3,100.424014
297,2,100.322399,0.072332957,3.55,0.132101378,0,330.958,5000,3,100.424014
298,2,100.322399,0.072332957,3.55,0.132100422,0,361.078,25000,3,100.424014
299,2,100.407,0.584034535,3.55,0.132036344,0,94.852,300000,2,100.4047223
300,2,100.415,0.025982765,3.55,0.132036238,0,59.189,300000,3,100.4047223
301,2,100.373546,1.02228231,3.55,0.131839902,0,31.864,15000,2,100.3980558
302,2,100.417711,0.415521202,3.55,0.131807493,0,8.905,300000,4,100.3970393
303,2,100.434,0.192693343,3.55,0.131800531,0,9.46,1415000,3,100.3970393
304,2,100.4,3.304819793,3.55,0.129748556,0,1.535,45000,3,100.366693
305,2,100.4,0.012991383,3.55,0.129748556,0,0.535,45000,4,100.366693
306,2,100.375,1.888895201,3.55,0.129078242,0,88.558,50000,3,100.3659106
307,2,100.273,0.012991383,3.55,0.129078242,0,148.558,50000,2,100.3659106
308,2,100.418,3.212314728,3.55,0.127139516,0,2.222,500000,2,100.3698781
309,2,100.337,0.331725739,3.55,0.127118863,0,1.522,25000,2,100.37105
310,2,100.383,1.022034634,3.55,0.126922624,0,1.117,15000,4,100.3713457
311,2,100.383,0.055117768,3.55,0.126922068,0,21.656,15000,3,100.3713457
312,2,100.361,0.607129994,3.55,0.126852836,0,12.978,50000,2,100.3718374
313,2,100.387,0.791088797,3.55,0.126735287,0,0.995,50000,4,100.3718934
314,2,100.387,0.071156733,3.55,0.126734359,0,31.252,50000,3,100.3718934
315,2,100.362,3.553517177,3.55,0.124361925,0,3.324,200000,2,100.3481249
316,2,100.376,0.315826896,3.55,0.124343194,0,9.028,1000000,3,100.3493401
317,2,100.376,0.068743935,3.55,0.124342322,0,9.526,4452000,2,100.3493401
318,2,100.351,1.383566995,3.55,0.123982682,0,4.144,25000,2,100.3521955
319,2,100.372,6.542486571,3.55,0.115940622,0,2.536,255000,3,100.3391902
320,2,100.348,0.504326743,3.55,0.115892854,0,3.956,100000,2,100.3391931
321,2,100.1,1.828095727,3.55,0.115264974,0,103.788,25000,2,100.3375165
322,2,100.342,3.051730793,3.55,0.113515235,0,83.549,25000,4,100.3219528
323,2,100.387,0.121869971,3.55,0.113512468,0,8.817,1000000,2,100.3219528
324,2,100.387,0.012991383,3.55,0.113512439,0,9.725,1000000,3,100.3219528
325,2,100.331,2.039564313,3.55,0.112730902,0,2.267,50000,2,100.3226911
326,2,100.337,0.536120848,3.55,0.112676931,0,26.314,100000,2,100.3227363
327,3,107.917,0.012991383,4.2,2.343654714,0,2.936,400000,2,107.8749653
328,3,108.246,0.850513977,4.2,2.343518826,0,2.309,38000,2,107.9006177
329,3,108.429,1.042634332,4.2,2.343314614,0,5.339,5000,3,107.9325423
330,3,107.965,0.376077526,4.2,2.343288042,0,22.314,2000,2,107.934646
331,3,107.965,0.012991383,4.2,2.343288042,0,22.315,2000,4,107.934646
332,3,108.14,0.341996758,4.2,2.343266093,0,20.481,75000,4,107.9383855
333,3,108.414,0.087148844,4.2,2.343264683,0,3.962,75000,3,107.9634273
334,3,107.99,1.255131618,4.2,2.34296872,0,5.45,6000,4,107.92062
335,3,107.99,0.296533821,4.2,2.342952228,0,1.532,6000,2,107.922875
336,3,108.144,3.537379565,4.2,2.340601278,0,0.102,160000,4,107.9276588
337,3,108.234,0.034371967,4.2,2.340601071,0,8.623,160000,3,107.9310745
